DIRECTORIO,P6081_archivo1,P6083_archivo1,P6088_archivo1,P2061_archivo1,P1070_archivo3,P6160_archivo4,P8586_archivo4,P5010_archivo5,P791_archivo5,P3162_archivo5,P3163_archivo5,P5032_archivo5
7938292,3,2,9.0,1.0,1,2,2,1,3,,,4
7938293,2,2,2.0,1.0,1,1,2,1,3,,,4
7938297,2,2,1.0,1.0,1,1,2,1,1,,,4
7938302,2,2,9.0,1.0,1,1,2,1,3,,,4
7938307,3,3,9.0,1.0,3,1,2,1,1,,,4
7938309,2,2,10.0,1.0,1,2,2,1,4,,,4
7938314,2,2,9.0,1.0,4,1,1,1,4,,,4
7938321,3,3,9.0,1.0,1,1,2,3,3,,,4
7938326,3,3,9.0,1.0,1,2,2,3,1,,,4
7938329,3,2,2.0,1.0,3,1,2,1,3,,,4
7938339,2,2,9.0,1.0,3,2,2,1,3,,,4
7938340,3,2,9.0,1.0,1,1,2,1,3,,,4
7938345,2,2,4.0,2.0,3,1,2,1,3,,,4
7938347,2,2,6.0,2.0,1,1,2,2,1,1.0,18500.0,1
7938352,3,3,9.0,1.0,1,1,2,2,3,,,4
7938360,2,2,5.0,1.0,1,1,2,2,3,,,4
7938389,2,2,9.0,1.0,4,1,2,1,4,,,4
7938392,3,3,2.0,2.0,4,1,2,1,4,,,4
7938396,2,2,9.0,1.0,1,2,2,1,3,,,4
7938414,2,2,2.0,2.0,2,1,2,3,1,1.0,47910.0,1
7938422,2,2,2.0,2.0,2,1,2,2,1,1.0,20000.0,1
7938434,2,2,9.0,1.0,1,1,2,2,1,1.0,5400.0,4
7938437,3,3,9.0,1.0,1,1,2,1,1,1.0,6472.0,4
7938439,2,2,4.0,1.0,1,1,2,1,1,1.0,15000.0,4
7938440,3,3,2.0,2.0,1,1,2,2,1,1.0,91286.0,1
7938449,3,3,2.0,1.0,3,1,2,1,3,,,4
7938450,3,3,1.0,1.0,1,1,2,1,1,,,4
7938452,2,2,2.0,1.0,3,1,2,1,3,,,4
7938456,3,3,9.0,1.0,1,1,2,2,1,1.0,16239.0,4
7938457,2,3,1.0,1.0,1,1,2,2,1,,,4
7938462,3,3,9.0,2.0,4,2,2,1,4,,,4
7938464,2,2,9.0,1.0,1,1,2,1,1,1.0,11914.0,4
7938467,2,2,9.0,1.0,1,1,2,2,1,1.0,13000.0,4
7938472,3,3,9.0,2.0,2,1,2,2,1,1.0,21277.0,1
7938474,3,3,9.0,2.0,1,1,2,1,1,1.0,43000.0,1
7938475,3,3,2.0,2.0,2,1,2,3,1,1.0,66007.0,1
7938478,3,3,8.0,2.0,1,1,2,1,1,1.0,75000.0,1
7938482,3,2,1.0,1.0,1,1,2,1,1,1.0,5419.0,4
7938487,2,2,9.0,1.0,1,1,2,2,1,1.0,6000.0,4
7938501,3,3,9.0,1.0,1,1,2,3,1,1.0,18000.0,4
7938503,3,3,9.0,1.0,1,2,2,1,1,1.0,8000.0,4
7938505,3,3,2.0,2.0,2,1,2,1,1,1.0,25000.0,1
7938537,2,2,9.0,1.0,1,1,2,1,1,,,4
7938549,2,2,1.0,2.0,1,1,2,2,2,,,4
7938550,3,2,9.0,2.0,1,1,2,3,1,,,4
7938552,3,3,1.0,2.0,1,1,2,1,1,,,4
7938553,2,2,1.0,1.0,1,1,2,2,1,1.0,14000.0,4
7938554,2,2,9.0,1.0,1,1,2,1,3,,,4
7938567,2,2,1.0,2.0,1,1,2,2,1,,,4
7938570,3,3,9.0,1.0,1,1,2,3,1,1.0,25000.0,4
7938578,3,2,9.0,1.0,1,1,2,1,1,1.0,20000.0,4
7938582,2,2,4.0,1.0,1,1,2,4,1,1.0,30000.0,4
7938583,2,1,,2.0,1,1,2,2,1,1.0,44925.0,4
7938585,2,2,2.0,1.0,3,1,2,1,3,,,4
7938587,3,2,1.0,2.0,1,1,2,2,1,,,4
7938592,2,2,9.0,1.0,1,1,2,2,3,,,4
7938595,2,2,9.0,1.0,1,1,2,1,1,,,4
7938606,3,3,9.0,1.0,1,1,2,2,3,,,4
7938609,2,2,4.0,2.0,3,1,2,1,1,,,4
7938610,2,2,9.0,2.0,2,1,2,3,1,1.0,52000.0,1
7938614,2,2,8.0,2.0,2,1,2,1,1,1.0,10000.0,1
7938618,3,2,9.0,1.0,1,1,2,1,3,,,4
7938624,3,2,9.0,1.0,1,1,2,1,3,1.0,11879.0,4
7938632,3,2,9.0,1.0,1,1,2,2,3,,,4
7938636,3,3,10.0,9.0,1,1,2,1,1,,,4
7938639,2,2,1.0,1.0,1,1,2,1,3,,,4
7938644,2,2,8.0,2.0,2,1,2,1,1,1.0,36000.0,1
7938645,2,2,3.0,1.0,1,1,2,1,3,,,4
7938646,3,3,9.0,1.0,1,1,2,2,3,,,4
7938652,2,2,1.0,2.0,1,1,2,2,3,1.0,65000.0,4
7938653,2,2,2.0,1.0,1,1,2,2,3,,,4
7938659,3,2,1.0,1.0,1,1,2,2,1,1.0,34000.0,4
7938664,3,3,9.0,2.0,1,2,2,2,1,1.0,45000.0,4
7938671,3,2,9.0,1.0,1,1,2,2,3,,,4
7938672,3,2,1.0,1.0,1,1,2,1,3,,,4
7938673,3,3,1.0,2.0,1,1,2,2,1,1.0,150000.0,4
7938675,3,3,9.0,2.0,1,2,2,1,3,3.0,,4
7938676,3,3,2.0,2.0,1,2,2,3,3,1.0,24000.0,4
7938684,2,2,10.0,1.0,1,1,2,1,3,,,4
7938685,3,3,9.0,1.0,1,2,2,1,3,,,4
7938689,3,2,1.0,1.0,1,1,2,2,1,1.0,8662.0,4
7938694,2,3,1.0,2.0,1,1,2,1,3,,,4
7938695,2,3,9.0,2.0,3,1,2,1,3,,,4
7938702,3,2,9.0,1.0,1,1,2,1,3,,,4
7938712,3,2,1.0,1.0,1,1,2,1,1,1.0,15000.0,4
7938726,3,2,3.0,2.0,2,1,2,3,1,1.0,30000.0,1
7938756,3,3,1.0,2.0,1,1,2,2,1,1.0,36818.0,4
7938757,3,3,9.0,2.0,1,1,2,2,1,1.0,28000.0,4
7938758,3,2,1.0,2.0,1,1,2,2,1,1.0,38000.0,4
7938766,3,3,9.0,1.0,1,1,2,1,1,,,4
7938767,2,2,1.0,2.0,1,1,2,1,1,,,4
7938769,3,2,9.0,1.0,1,1,2,2,3,,,4
7938770,2,2,1.0,2.0,1,1,2,1,1,,,4
7938771,3,2,1.0,2.0,1,2,2,1,3,,,4
7938776,3,2,9.0,1.0,1,2,2,1,2,,,4
7938785,2,2,1.0,1.0,1,1,2,2,1,,,4
7938787,3,2,1.0,2.0,1,1,2,2,1,1.0,17970.0,4
7938788,2,2,1.0,2.0,1,1,2,2,1,1.0,38000.0,4
7938791,3,2,9.0,1.0,1,1,2,1,1,,,4
7938798,2,2,1.0,1.0,1,1,2,1,1,,,4
7938827,3,2,2.0,1.0,1,1,2,1,3,,,4
7938894,2,2,4.0,2.0,2,1,2,1,1,1.0,16000.0,1
7938911,2,2,4.0,2.0,2,1,2,2,1,1.0,15970.0,1
7938950,2,2,2.0,2.0,2,1,2,2,1,1.0,81000.0,1
7938955,3,3,1.0,1.0,2,1,2,1,1,,,3
7938963,3,3,9.0,1.0,1,1,2,2,1,,,4
7938964,2,2,9.0,1.0,1,1,2,3,1,,,4
7938965,3,3,9.0,1.0,1,1,2,2,3,,,4
7938968,2,2,9.0,1.0,1,1,2,1,1,1.0,26000.0,4
7938971,3,2,10.0,2.0,1,1,2,1,3,,,3
7938972,2,2,1.0,2.0,1,2,2,1,3,,,3
7938974,2,2,4.0,1.0,1,1,2,3,1,1.0,40000.0,1
7938977,3,3,9.0,1.0,1,1,2,1,1,1.0,26000.0,4
7938980,2,2,4.0,2.0,2,1,2,2,1,1.0,32500.0,1
7938981,3,3,4.0,2.0,1,1,2,4,1,1.0,35000.0,3
7938982,3,2,1.0,2.0,2,1,2,2,1,,,4
7938983,2,2,10.0,2.0,1,1,2,3,1,1.0,50000.0,4
7938984,2,2,4.0,2.0,2,1,2,1,1,1.0,10000.0,4
7938985,3,2,4.0,2.0,1,1,2,2,1,1.0,53152.0,3
7938986,3,2,1.0,2.0,2,1,2,2,1,1.0,20000.0,4
7938987,2,2,1.0,1.0,1,1,2,1,3,,,4
7938988,3,2,9.0,2.0,1,1,2,2,1,1.0,80000.0,3
7938989,2,2,2.0,2.0,1,1,2,1,1,1.0,33000.0,4
7938990,2,3,10.0,2.0,1,1,2,3,1,1.0,20000.0,4
7938994,3,3,9.0,2.0,1,1,2,2,1,1.0,117686.0,3
7938995,3,2,9.0,2.0,2,1,2,1,1,1.0,60000.0,4
7938996,3,3,1.0,2.0,2,1,2,2,1,1.0,55000.0,1
7938997,3,2,2.0,2.0,2,1,2,2,2,,,4
7938999,2,2,2.0,2.0,1,1,2,2,1,1.0,43000.0,3
7939001,3,3,10.0,1.0,1,1,2,1,1,1.0,14500.0,4
7939003,2,2,10.0,2.0,1,1,2,2,3,,,3
7939008,2,2,10.0,2.0,1,1,2,1,3,,,3
7939010,3,2,1.0,2.0,2,1,2,1,1,1.0,20000.0,3
7939011,3,3,1.0,2.0,1,1,2,2,1,1.0,50000.0,3
7939020,2,2,1.0,1.0,1,1,2,1,3,,,4
7939022,3,2,1.0,1.0,1,1,2,1,1,1.0,15000.0,3
7939023,3,2,9.0,1.0,1,1,2,1,1,,,4
7939024,3,2,1.0,2.0,1,1,2,2,1,,,3
7939025,3,3,2.0,2.0,2,1,2,1,3,3.0,,3
7939027,3,3,1.0,2.0,1,1,2,1,1,1.0,20000.0,1
7939029,3,3,10.0,1.0,1,2,2,1,3,,,4
7939030,3,3,9.0,1.0,1,1,2,1,1,,,4
7939031,3,3,9.0,1.0,1,1,2,1,3,,,4
7939033,3,2,2.0,2.0,1,1,2,1,1,1.0,24341.0,3
7939037,3,2,9.0,1.0,1,1,2,2,1,,,4
7939039,3,3,4.0,2.0,1,1,2,1,1,1.0,25000.0,3
7939040,2,2,3.0,1.0,1,1,2,2,3,,,4
7939041,2,3,9.0,1.0,1,1,2,2,1,,,4
7939042,3,3,9.0,1.0,1,1,2,1,3,,,4
7939049,2,1,,2.0,2,1,2,1,2,2.0,,2
7939051,3,3,2.0,1.0,1,1,2,2,1,1.0,35000.0,3
7939056,2,2,1.0,2.0,1,1,2,2,1,,,4
7939066,3,2,9.0,2.0,2,1,2,2,1,1.0,15000.0,4
7939067,3,2,9.0,2.0,1,1,2,1,1,1.0,20000.0,3
7939068,3,3,9.0,2.0,1,1,2,3,1,1.0,40000.0,4
7939071,3,3,9.0,2.0,2,1,2,1,1,1.0,25000.0,4
7939074,2,2,1.0,2.0,1,1,2,2,1,1.0,35000.0,4
7939075,2,3,9.0,1.0,1,2,2,3,1,1.0,45590.0,3
7939077,3,2,1.0,2.0,2,1,2,1,1,1.0,18000.0,3
7939078,3,2,10.0,2.0,2,1,2,1,1,1.0,18000.0,3
7939081,2,2,3.0,2.0,1,1,2,1,1,,,4
7939082,2,3,2.0,2.0,2,1,2,1,3,1.0,25000.0,3
7939083,3,2,1.0,2.0,1,1,2,1,1,1.0,40000.0,2
7939084,2,2,1.0,1.0,1,1,2,2,1,,,4
7939086,3,3,9.0,1.0,1,2,2,1,3,,,4
7939087,2,2,1.0,1.0,1,1,2,2,1,,,4
7939088,2,2,9.0,1.0,1,2,2,3,3,,,4
7939089,3,3,1.0,1.0,1,1,2,2,1,,,4
7939090,2,2,10.0,1.0,1,1,2,2,1,,,4
7939092,2,1,,2.0,1,1,2,2,3,,,3
7939095,2,3,10.0,1.0,1,2,2,1,1,1.0,12000.0,3
7939097,3,3,9.0,2.0,2,2,2,1,1,1.0,50000.0,3
7939106,2,2,1.0,2.0,1,1,2,2,1,1.0,39000.0,4
7939109,3,2,1.0,1.0,1,1,2,1,3,,,4
7939110,2,2,9.0,2.0,1,1,2,2,1,,,4
7939111,2,2,1.0,2.0,1,1,2,3,1,1.0,64000.0,4
7939120,2,3,9.0,1.0,1,1,2,2,1,1.0,23000.0,4
7939122,2,2,1.0,2.0,2,1,2,2,1,1.0,43000.0,4
7939124,2,2,10.0,2.0,3,1,2,1,3,,,4
7939130,3,2,4.0,2.0,2,1,2,3,2,2.0,,2
7939132,2,3,3.0,2.0,1,1,2,1,3,,,4
7939136,2,2,10.0,2.0,1,1,2,2,1,1.0,56310.0,1
7939137,2,1,,2.0,1,1,2,3,1,1.0,90000.0,3
7939140,1,2,9.0,2.0,1,1,2,3,1,1.0,48376.0,3
7939141,2,2,10.0,2.0,2,1,2,1,2,2.0,,2
7939142,2,2,3.0,2.0,2,1,2,1,2,2.0,,1
7939143,2,2,3.0,2.0,1,1,2,2,1,1.0,35000.0,3
7939144,2,2,2.0,2.0,1,1,2,2,1,1.0,65000.0,3
7939145,2,2,2.0,2.0,1,1,2,2,1,1.0,42000.0,3
7939146,2,2,10.0,2.0,1,1,2,3,1,1.0,20110.0,3
7939150,3,2,3.0,2.0,1,1,2,2,1,1.0,42000.0,3
7939151,2,2,2.0,1.0,1,1,2,1,3,,,4
7939153,2,2,1.0,2.0,2,1,2,1,2,2.0,,2
7939158,2,3,1.0,1.0,1,1,2,1,1,,,4
7939161,3,3,10.0,2.0,2,1,2,1,3,1.0,50000.0,3
7939162,2,2,9.0,1.0,1,1,2,2,3,,,4
7939166,3,3,9.0,2.0,1,1,2,2,1,1.0,65000.0,1
7939173,2,2,1.0,1.0,1,1,2,1,1,,,4
7939177,3,3,9.0,2.0,1,1,2,1,1,,,3
7939181,3,2,1.0,2.0,1,1,2,1,1,,,3
7939182,3,2,1.0,1.0,1,2,2,1,3,,,3
7939183,3,3,1.0,1.0,1,1,2,1,1,,,4
7939189,2,2,1.0,2.0,1,1,1,3,3,1.0,67700.0,4
7939190,3,3,10.0,1.0,1,1,2,2,1,,,3
7939191,2,2,4.0,1.0,2,1,2,2,1,1.0,30000.0,1
7939193,3,3,9.0,1.0,3,1,2,1,1,,,4
7939194,2,3,1.0,1.0,1,1,2,3,1,1.0,62757.0,3
7939200,2,2,1.0,2.0,1,1,2,1,1,,,3
7939205,2,2,1.0,1.0,1,1,2,2,1,,,4
7939206,2,2,1.0,2.0,1,1,2,1,1,1.0,27000.0,1
7939208,2,2,9.0,1.0,1,1,2,2,1,1.0,36000.0,3
7939209,2,2,10.0,1.0,1,1,2,1,3,,,4
7939212,2,2,4.0,2.0,1,1,2,2,1,1.0,40000.0,1
7939213,2,2,1.0,2.0,1,1,2,2,1,1.0,40000.0,3
7939214,2,2,10.0,1.0,1,1,2,2,3,1.0,17438.0,3
7939215,2,2,6.0,2.0,1,1,2,1,1,1.0,10000.0,3
7939218,2,2,9.0,1.0,1,1,2,1,3,,,4
7939219,2,2,1.0,2.0,1,1,2,1,1,1.0,56000.0,4
7939221,2,2,10.0,2.0,1,2,2,1,3,,,4
7939222,3,3,10.0,2.0,1,1,2,1,3,,,4
7939223,2,2,1.0,2.0,1,1,2,2,3,,,4
7939224,3,3,1.0,2.0,3,1,2,1,3,,,4
7939227,2,2,9.0,2.0,1,1,2,2,4,,,4
7939228,2,2,2.0,2.0,1,1,2,1,4,,,4
7939229,3,2,2.0,2.0,1,1,2,2,1,,,4
7939230,2,2,2.0,2.0,1,1,2,2,2,,,4
7939232,2,2,3.0,2.0,1,1,2,2,3,,,4
7939235,2,2,4.0,2.0,1,1,2,2,4,,,4
7939236,2,2,3.0,2.0,1,1,2,1,4,,,4
7939237,3,3,1.0,2.0,1,2,2,2,4,,,4
7939238,3,3,2.0,2.0,3,2,2,1,4,,,4
7939239,3,3,2.0,1.0,2,1,2,1,1,,,1
7939240,2,2,3.0,2.0,1,1,2,2,1,1.0,13000.0,3
7939242,2,2,2.0,2.0,1,1,2,2,1,1.0,20000.0,3
7939243,2,2,2.0,2.0,1,1,2,2,1,1.0,18000.0,4
7939244,2,2,9.0,2.0,1,1,2,1,4,,,4
7939245,3,3,9.0,2.0,1,1,2,3,1,1.0,33000.0,3
7939246,2,2,3.0,2.0,1,1,2,1,3,,,3
7939247,2,2,10.0,2.0,3,1,2,1,1,,,2
7939249,3,3,9.0,1.0,1,1,2,1,1,1.0,8230.0,1
7939250,3,2,1.0,2.0,1,1,2,2,1,1.0,35000.0,4
7939256,3,3,1.0,1.0,1,1,2,1,1,1.0,5200.0,1
7939257,3,2,3.0,2.0,1,1,2,2,1,1.0,50000.0,1
7939258,2,2,2.0,2.0,1,1,2,1,1,1.0,21000.0,1
7939259,1,2,1.0,2.0,1,1,2,2,1,1.0,48000.0,1
7939260,3,3,2.0,2.0,1,2,2,2,1,1.0,36000.0,4
7939261,2,2,2.0,2.0,1,1,2,2,1,1.0,25000.0,3
7939262,2,2,2.0,2.0,1,1,2,2,1,1.0,28000.0,4
7939263,3,3,1.0,2.0,1,1,2,2,1,1.0,45000.0,4
7939264,3,1,,2.0,1,1,2,2,4,,,3
7939265,2,2,3.0,2.0,1,1,2,2,1,1.0,127000.0,3
7939266,2,2,2.0,2.0,2,1,2,1,1,1.0,40000.0,3
7939267,2,2,2.0,1.0,3,1,2,1,1,1.0,99.0,1
7939272,3,3,10.0,1.0,1,2,2,1,3,,,4
7939274,3,2,1.0,1.0,1,1,2,2,3,,,4
7939285,2,2,1.0,1.0,1,1,2,1,1,1.0,8000.0,3
7939286,2,2,3.0,1.0,1,1,2,2,1,1.0,6870.0,3
7939287,2,2,2.0,2.0,1,1,2,2,4,,,4
7939289,2,2,2.0,2.0,1,1,2,2,3,,,4
7939290,2,2,2.0,2.0,1,1,2,2,4,,,4
7939291,2,2,2.0,2.0,1,1,2,2,3,,,4
7939292,2,2,3.0,2.0,3,1,2,1,4,,,4
7939293,2,2,2.0,2.0,1,1,2,1,4,,,4
7939299,2,2,1.0,1.0,1,1,2,2,1,1.0,30000.0,1
7939335,2,2,1.0,2.0,1,1,2,2,1,,,4
7939358,3,3,2.0,1.0,1,1,2,4,1,,,4
7939383,2,2,2.0,1.0,1,1,2,2,3,1.0,28000.0,4
7939385,2,2,9.0,1.0,1,1,2,3,3,1.0,100000.0,4
7939386,2,2,9.0,1.0,1,1,2,2,1,,,4
7939391,2,2,2.0,1.0,1,1,2,3,1,1.0,22000.0,1
7939394,3,3,1.0,2.0,1,1,2,3,1,1.0,20000.0,1
7939395,3,3,9.0,1.0,1,2,2,1,1,,,4
7939396,3,3,9.0,1.0,1,2,2,1,3,,,4
7939399,2,2,9.0,1.0,1,1,2,2,3,1.0,47633.0,3
7939402,2,2,1.0,2.0,1,1,2,2,1,1.0,30000.0,1
7939403,2,2,9.0,1.0,1,2,2,2,3,,,4
7939404,2,2,8.0,2.0,1,1,2,2,1,1.0,20000.0,1
7939405,3,3,9.0,1.0,1,2,2,1,1,1.0,13000.0,1
7939406,2,2,10.0,1.0,1,1,1,1,1,1.0,15000.0,1
7939436,1,1,,2.0,2,1,2,3,1,1.0,43474.0,1
7939437,3,2,9.0,1.0,1,1,2,1,2,2.0,,2
7939438,2,2,2.0,1.0,1,1,2,1,1,1.0,26000.0,3
7939439,2,2,1.0,1.0,1,1,2,1,1,1.0,14000.0,1
7939442,3,3,10.0,1.0,1,1,2,1,1,1.0,15000.0,1
7939448,3,3,1.0,1.0,1,1,2,1,1,1.0,8000.0,1
7939451,2,2,1.0,1.0,1,1,2,1,1,1.0,30000.0,3
7939459,2,2,1.0,1.0,1,1,1,1,3,,,4
7939464,1,1,,2.0,1,1,2,2,3,,,4
7939471,2,2,2.0,1.0,1,1,2,3,3,,,4
7939476,2,2,2.0,2.0,2,1,2,1,3,,,4
7939478,3,2,9.0,1.0,1,1,2,2,3,,,4
7939480,2,2,2.0,2.0,1,1,2,2,3,,,4
7939483,3,2,3.0,2.0,1,1,2,2,3,,,4
7939497,2,2,1.0,2.0,1,1,2,3,3,,,4
7939513,3,3,10.0,1.0,1,2,2,1,1,,,4
7939514,3,2,9.0,1.0,1,2,2,1,3,,,4
7939518,2,2,1.0,1.0,1,1,2,2,1,,,4
7939521,2,2,1.0,1.0,1,1,2,1,1,,,4
7939522,3,2,1.0,1.0,1,1,2,1,3,,,4
7939523,3,3,9.0,1.0,1,1,2,1,3,,,4
7939525,3,3,1.0,1.0,1,1,2,2,1,,,4
7939530,3,3,9.0,1.0,1,2,2,1,3,,,4
7939533,3,2,1.0,1.0,1,1,2,1,1,,,4
7939535,3,2,9.0,2.0,1,1,2,2,1,,,4
7939537,3,3,9.0,1.0,1,1,2,1,1,,,4
7939561,3,3,1.0,1.0,1,2,2,1,3,,,4
7939563,3,2,9.0,1.0,1,1,2,2,3,,,4
7939566,2,2,9.0,1.0,4,1,2,1,4,,,4
7939567,2,2,9.0,1.0,4,1,2,1,3,,,4
7939568,2,2,9.0,1.0,4,2,2,1,4,,,4
7939569,2,2,10.0,1.0,4,1,2,1,4,,,4
7939570,2,3,9.0,1.0,4,1,1,1,4,,,4
7939571,2,2,9.0,1.0,4,1,2,1,3,,,4
7939572,3,3,10.0,1.0,1,1,2,1,3,,,4
7939577,3,3,10.0,1.0,5,2,2,1,3,,,4
7939579,2,2,9.0,1.0,4,2,2,1,3,,,4
7939580,2,2,9.0,1.0,1,1,2,1,3,,,4
7939583,3,3,2.0,1.0,4,1,2,1,3,,,4
7939584,2,2,9.0,1.0,4,2,2,1,3,,,4
7939588,2,2,4.0,1.0,1,1,2,3,1,1.0,32000.0,4
7939591,2,2,9.0,1.0,4,1,2,1,3,,,4
7939592,3,3,10.0,1.0,4,2,2,1,3,,,4
7939642,3,3,10.0,2.0,1,1,2,2,3,,,4
7939643,3,3,9.0,2.0,4,2,2,1,4,,,4
7939645,2,2,1.0,2.0,4,1,2,2,4,,,4
7939646,2,2,1.0,2.0,4,1,2,2,4,,,4
7939647,2,2,9.0,1.0,1,1,2,1,1,,,4
7939651,2,2,1.0,1.0,4,1,2,2,4,,,4
7939652,2,2,9.0,1.0,1,1,2,3,1,,,4
7939655,2,2,2.0,2.0,4,1,2,2,4,,,4
7939656,2,2,1.0,2.0,4,2,2,2,4,,,4
7939657,2,2,1.0,2.0,4,1,2,2,4,,,4
7939660,2,3,9.0,1.0,1,1,2,2,3,,,4
7939661,2,2,3.0,1.0,1,1,2,2,3,,,4
7939666,3,3,9.0,1.0,1,2,2,1,1,,,4
7939667,2,2,1.0,2.0,1,1,2,2,1,1.0,42000.0,4
7939676,2,1,,1.0,1,1,2,2,1,,,4
7939677,2,2,1.0,1.0,1,1,2,1,1,,,4
7939678,3,3,1.0,1.0,1,1,2,3,1,,,4
7939695,3,3,9.0,2.0,2,1,2,3,1,1.0,65000.0,1
7939697,2,2,2.0,2.0,1,1,2,1,1,1.0,45000.0,1
7939712,2,2,10.0,1.0,1,1,2,1,3,,,4
7939728,2,2,1.0,9.0,2,1,2,2,1,1.0,19300.0,1
7939735,2,2,4.0,2.0,1,1,2,3,1,1.0,38000.0,1
7939748,2,2,2.0,1.0,1,1,1,2,1,1.0,30000.0,1
7939762,2,2,1.0,1.0,1,1,2,1,3,,,4
7939764,2,2,9.0,1.0,1,1,2,2,3,,,4
7939768,3,3,9.0,1.0,1,1,2,2,3,,,4
7939780,2,2,4.0,2.0,1,1,1,1,1,1.0,10000.0,1
7939800,2,2,9.0,2.0,2,1,2,1,3,,,4
7939802,3,2,4.0,2.0,1,1,2,1,1,1.0,20000.0,1
7939803,2,2,9.0,2.0,2,1,2,1,1,1.0,21000.0,1
7939807,2,2,1.0,1.0,1,1,2,2,1,1.0,29000.0,1
7939808,2,2,4.0,1.0,1,1,2,2,1,1.0,14000.0,1
7939810,2,2,2.0,1.0,1,1,2,1,1,1.0,12000.0,1
7939811,2,2,5.0,1.0,1,1,2,3,1,,,1
7939812,3,3,1.0,1.0,1,1,2,2,1,1.0,21000.0,4
7939815,3,3,9.0,1.0,1,1,2,1,1,1.0,15000.0,1
7939816,3,2,9.0,2.0,1,1,2,1,1,1.0,17000.0,1
7939820,3,1,,2.0,1,1,2,3,3,1.0,45000.0,4
7939824,3,2,2.0,2.0,1,1,2,2,3,1.0,87000.0,4
7939827,2,2,1.0,2.0,2,1,2,1,3,,,3
7939828,3,2,2.0,1.0,1,1,2,2,1,1.0,23000.0,1
7939829,2,2,3.0,2.0,1,1,2,3,1,1.0,32191.0,4
7939830,2,2,2.0,1.0,1,1,2,2,1,1.0,24512.0,1
7939831,2,2,6.0,1.0,1,1,2,1,1,1.0,23000.0,1
7939832,2,2,9.0,1.0,1,1,2,1,3,,,3
7939834,3,2,1.0,1.0,1,1,2,3,1,1.0,28000.0,1
7939836,3,2,1.0,2.0,1,1,2,1,1,1.0,29764.0,3
7939840,3,3,1.0,1.0,1,2,2,1,1,1.0,69437.0,4
7939841,2,2,1.0,1.0,1,1,2,3,1,1.0,75000.0,1
7939845,3,3,9.0,1.0,1,2,2,2,1,1.0,40000.0,1
7939847,3,3,2.0,1.0,1,1,2,1,3,1.0,12000.0,4
7939850,3,3,9.0,2.0,1,1,2,2,3,1.0,41072.0,4
7939852,2,2,1.0,1.0,1,1,2,2,1,1.0,27000.0,1
7939854,2,2,4.0,2.0,1,1,2,2,3,,,1
7939855,2,3,1.0,1.0,1,1,2,1,1,1.0,16500.0,4
7939859,2,2,1.0,1.0,1,1,2,2,1,1.0,9000.0,1
7939862,3,3,9.0,1.0,1,2,2,2,1,,,4
7939867,2,2,2.0,2.0,3,1,2,1,3,,,4
7939870,2,2,1.0,2.0,1,1,2,3,1,1.0,19000.0,1
7939872,2,2,4.0,2.0,1,1,2,2,3,,,4
7939876,2,2,3.0,1.0,1,2,2,3,3,,,4
7939879,3,3,1.0,1.0,1,1,2,2,1,1.0,8743.0,4
7939893,3,3,9.0,2.0,1,2,2,2,1,1.0,72835.0,1
7939895,2,2,4.0,2.0,2,1,2,2,3,1.0,30000.0,4
7939897,2,2,4.0,1.0,3,1,2,1,3,3.0,,4
7939899,2,2,4.0,1.0,1,1,2,1,3,1.0,11000.0,4
7939900,2,2,1.0,1.0,1,1,2,1,3,1.0,11000.0,4
7939905,2,2,1.0,1.0,1,1,2,2,3,,,4
7939907,2,2,2.0,2.0,1,1,2,2,3,,,4
7939909,2,2,2.0,2.0,2,1,2,2,3,,,4
7939920,3,3,9.0,1.0,1,1,2,1,1,1.0,15000.0,4
7939922,2,2,1.0,2.0,1,1,2,2,1,1.0,16000.0,1
7939924,3,3,4.0,2.0,1,1,2,2,1,,,4
7939928,3,2,4.0,2.0,1,1,2,1,1,,,4
7939944,3,3,4.0,2.0,1,1,2,3,1,1.0,91250.0,1
7939950,3,2,9.0,1.0,1,1,2,2,3,,,4
7939951,2,2,4.0,9.0,1,1,2,1,1,,,4
7939963,2,2,1.0,2.0,1,1,2,1,3,,,4
7939967,2,2,3.0,1.0,1,1,2,2,3,,,4
7939970,2,2,9.0,1.0,1,1,2,1,1,,,4
7939980,2,2,1.0,2.0,1,1,2,1,1,1.0,30000.0,1
7939981,2,2,1.0,2.0,1,1,2,2,1,1.0,100000.0,1
7939984,2,2,4.0,2.0,1,1,1,3,1,1.0,50000.0,1
7939986,2,2,2.0,1.0,1,1,2,3,3,,,4
7939990,2,2,3.0,1.0,1,1,2,1,1,1.0,16000.0,4
7939991,3,3,1.0,1.0,1,1,2,3,1,1.0,30000.0,4
7940002,3,3,9.0,1.0,1,1,2,2,1,1.0,23000.0,1
7940023,3,3,10.0,2.0,1,2,2,2,1,1.0,38000.0,1
7940025,2,2,2.0,2.0,2,1,2,1,1,1.0,50000.0,1
7940043,3,2,9.0,1.0,1,1,2,1,1,,,4
7940044,3,3,9.0,1.0,1,1,2,2,3,,,4
7940045,3,3,9.0,1.0,1,2,2,2,1,,,4
7940046,3,3,9.0,1.0,1,1,2,2,1,1.0,50820.0,4
7940047,3,2,9.0,1.0,1,1,2,1,1,1.0,49777.0,4
7940048,3,3,9.0,1.0,1,1,2,1,1,1.0,17318.0,4
7940049,3,2,9.0,1.0,1,1,2,2,1,1.0,53806.0,4
